i,Date,Value
4726,2008-09-30,10371.58
4727,2008-10-01,10495.99
4728,2008-10-02,10368.08
4729,2008-10-03,10261.75
4730,2008-10-06,9503.1
4731,2008-10-07,9391.67
4732,2008-10-08,9042.97
4733,2008-10-09,8523.27
4734,2008-10-10,7773.71
4735,2008-10-13,8462.42
4736,2008-10-14,9050.06
4737,2008-10-15,8516.5
4738,2008-10-16,8176.17
4739,2008-10-17,8640.83
4740,2008-10-20,8799.49
4741,2008-10-21,9017.3
4742,2008-10-22,8324.07
4743,2008-10-23,8200.06
4744,2008-10-24,8088.63
4745,2008-10-27,8085.37
4746,2008-10-28,8153.79
4747,2008-10-29,8800.61
4748,2008-10-30,8916.81
4749,2008-10-31,9014.78
4750,2008-11-03,9175.03
4751,2008-11-04,9323.89
4752,2008-11-05,9086.06
4753,2008-11-06,8607.14
4754,2008-11-07,8661.22
4755,2008-11-10,8735.61
4756,2008-11-11,8499.62
4757,2008-11-12,8235.66
4758,2008-11-13,7947.74
4759,2008-11-14,8421.08
4760,2008-11-17,8197.12
4761,2008-11-18,8075.81
4762,2008-11-19,7967.33
4763,2008-11-20,7464.51
4764,2008-11-21,7392.27
4765,2008-11-24,8023.32
4766,2008-11-25,8244.43
4767,2008-11-26,8250.8
4768,2008-11-28,8687.05
4769,2008-12-01,8123.04
4770,2008-12-02,8072.47
4771,2008-12-03,8170.19
4772,2008-12-04,8222.84
4773,2008-12-05,8084.25
4774,2008-12-08,8637.65
4775,2008-12-09,8591.69
4776,2008-12-10,8589.86
4777,2008-12-11,8480.18
4778,2008-12-12,8272.22
4779,2008-12-15,8431.04
4780,2008-12-16,8534.03
4781,2008-12-17,8701.13
4782,2008-12-18,8516.02
4783,2008-12-19,8499.06
4784,2008-12-22,8351.79
4785,2008-12-23,8376.8
4786,2008-12-24,8417.02
4787,2008-12-26,8434.94
4788,2008-12-29,8349.24
4789,2008-12-30,8463.7
4790,2008-12-31,8634.06
4791,2009-01-02,8725.1
4792,2009-01-05,8841.7
4793,2009-01-06,8868.07
4794,2009-01-07,8690.45
4795,2009-01-08,8593.52
4796,2009-01-09,8541.75
4797,2009-01-12,8391.85
4798,2009-01-13,8325.59
4799,2009-01-14,8097.95
4800,2009-01-15,7949.65
4801,2009-01-16,8086.01
4802,2009-01-20,7920.66
4803,2009-01-21,7890.63
4804,2009-01-22,7925.75
4805,2009-01-23,7856.86
4806,2009-01-26,7971.15
4807,2009-01-27,8042.6
4808,2009-01-28,8175.93
4809,2009-01-29,8092.14
4810,2009-01-30,7924.88
4811,2009-02-02,7796.17
4812,2009-02-03,7855.19
4813,2009-02-04,7899.79
4814,2009-02-05,7811.7
4815,2009-02-06,8044.03
4816,2009-02-09,8137.7
4817,2009-02-10,7835.83
4818,2009-02-11,7820.14
4819,2009-02-12,7662.04
4820,2009-02-13,7811.38
4821,2009-02-17,7502.59
4822,2009-02-18,7451.37
4823,2009-02-19,7420.63
4824,2009-02-20,7226.29
4825,2009-02-23,7092.64
4826,2009-02-24,7077.35
4827,2009-02-25,7123.94
4828,2009-02-26,7135.25
4829,2009-02-27,6952.06
4830,2009-03-02,6736.69
4831,2009-03-03,6661.74
4832,2009-03-04,6715.11
4833,2009-03-05,6531.28
4834,2009-03-06,6443.27
4835,2009-03-09,6440.08
4836,2009-03-10,6547.01
4837,2009-03-11,6804.55
4838,2009-03-12,6840.79
4839,2009-03-13,7106.34
4840,2009-03-16,7171.41
4841,2009-03-17,7129.6
4842,2009-03-18,7218.24
4843,2009-03-19,7325.13
4844,2009-03-20,7215.77
4845,2009-03-23,7279.25
4846,2009-03-24,7585.98
4847,2009-03-25,7539.54
4848,2009-03-26,7709.19
4849,2009-03-27,7695.97
4850,2009-03-30,7406.85
4851,2009-03-31,7502.98
4852,2009-04-01,7450.74
4853,2009-04-02,7763.99
4854,2009-04-03,7850.33
4855,2009-04-06,7830.66
4856,2009-04-07,7733.56
4857,2009-04-08,7715.09
4858,2009-04-09,7839.89
4859,2009-04-13,7888.96
4860,2009-04-14,7840.53
4861,2009-04-15,7808.19
4862,2009-04-16,7933.08
4863,2009-04-17,8024.92
4864,2009-04-20,7801.58
4865,2009-04-21,7699.79
4866,2009-04-22,7802.46
4867,2009-04-23,7762.8
4868,2009-04-24,7905.6
4869,2009-04-27,7920.42
4870,2009-04-28,7898.75
4871,2009-04-29,8018.31
4872,2009-04-30,8083.62
4873,2009-05-01,8047.54
4874,2009-05-04,8213.6
4875,2009-05-05,8321.37
4876,2009-05-06,8350.12
4877,2009-05-07,8296.04
4878,2009-05-08,8388.11
4879,2009-05-11,8347.41
4880,2009-05-12,8306.47
4881,2009-05-13,8208.74
4882,2009-05-14,8218.94
4883,2009-05-15,8206.67
4884,2009-05-18,8270.15
4885,2009-05-19,8402.61
4886,2009-05-20,8376.4
4887,2009-05-21,8185.25
4888,2009-05-22,8218.86
4889,2009-05-26,8194.33
4890,2009-05-27,8280.82
4891,2009-05-28,8221.65
4892,2009-05-29,8323.91
4893,2009-06-01,8501.53
4894,2009-06-02,8635.25
4895,2009-06-03,8556.9
4896,2009-06-04,8609.17
4897,2009-06-05,8673.41
4898,2009-06-08,8593.84
4899,2009-06-09,8688.99
4900,2009-06-10,8625.21
4901,2009-06-11,8697.99
4902,2009-06-12,8671.61
4903,2009-06-15,8540.87
4904,2009-06-16,8483.58
4905,2009-06-17,8421.46
4906,2009-06-18,8438.61
4907,2009-06-19,8476.02
4908,2009-06-22,8306.66
4909,2009-06-23,8239.17
4910,2009-06-24,8246.2
4911,2009-06-25,8236.07
4912,2009-06-26,8364.17
4913,2009-06-29,8406.57
4914,2009-06-30,8369.99
4915,2009-07-01,8447.0
4916,2009-07-02,8260.41
4917,2009-07-06,8156.49
4918,2009-07-07,8138.51
4919,2009-07-08,8057.94
4920,2009-07-09,8117.27
4921,2009-07-10,8057.57
4922,2009-07-13,8106.16
4923,2009-07-14,8255.27
4924,2009-07-15,8363.95
4925,2009-07-16,8543.97
4926,2009-07-17,8638.81
4927,2009-07-20,8717.26
4928,2009-07-21,8780.82
4929,2009-07-22,8802.13
4930,2009-07-23,8837.95
4931,2009-07-24,8955.77
4932,2009-07-27,8996.58
4933,2009-07-28,8980.03
4934,2009-07-29,8967.26
4935,2009-07-30,9072.84
4936,2009-07-31,9081.3
4937,2009-08-03,9162.09
4938,2009-08-04,9207.21
4939,2009-08-05,9173.2
4940,2009-08-06,9168.44
4941,2009-08-07,9258.45
4942,2009-08-10,9249.99
4943,2009-08-11,9180.23
4944,2009-08-12,9199.8
4945,2009-08-13,9269.26
4946,2009-08-14,9214.47
4947,2009-08-17,9078.28
4948,2009-08-18,9124.08
4949,2009-08-19,9099.14
4950,2009-08-20,9237.52
4951,2009-08-21,9347.86
4952,2009-08-24,9442.17
4953,2009-08-25,9485.7
4954,2009-08-26,9446.71
4955,2009-08-27,9440.43
4956,2009-08-28,9476.63
4957,2009-08-31,9389.27
4958,2009-09-01,9275.15
4959,2009-09-02,9223.08
4960,2009-09-03,9252.93
4961,2009-09-04,9302.28
4962,2009-09-08,9402.8
4963,2009-09-09,9435.45
4964,2009-09-10,9479.2
4965,2009-09-11,9532.11
4966,2009-09-14,9492.96
4967,2009-09-15,9553.8
4968,2009-09-16,9648.95
4969,2009-09-17,9706.23
4970,2009-09-18,9751.27
4971,2009-09-21,9688.4
4972,2009-09-22,9742.96
4973,2009-09-23,9724.9
4974,2009-09-24,9637.53
4975,2009-09-25,9605.19
4976,2009-09-28,9658.09
4977,2009-09-29,9705.1
4978,2009-09-30,9583.04
4979,2009-10-01,9482.98
4980,2009-10-02,9378.77
4981,2009-10-05,9449.81
4982,2009-10-06,9601.26
4983,2009-10-07,9634.96
4984,2009-10-08,9709.78
4985,2009-10-09,9731.32
4986,2009-10-12,9814.45
4987,2009-10-13,9780.9
4988,2009-10-14,9873.55
4989,2009-10-15,9916.93
4990,2009-10-16,9884.51
4991,2009-10-19,9967.49
4992,2009-10-20,9952.98
4993,2009-10-21,9909.83
4994,2009-10-22,9879.07
4995,2009-10-23,9908.7
4996,2009-10-26,9817.55
4997,2009-10-27,9802.36
4998,2009-10-28,9723.31
4999,2009-10-29,9762.91
5000,2009-10-30,9664.89
5001,2009-11-02,9647.06
5002,2009-11-03,9649.78
5003,2009-11-04,9745.76
5004,2009-11-05,9807.8
5005,2009-11-06,9898.49
5006,2009-11-09,10020.62
5007,2009-11-10,10148.12
5008,2009-11-11,10217.19
5009,2009-11-12,10157.64
5010,2009-11-13,10162.93
5011,2009-11-16,10267.53
5012,2009-11-17,10318.69
5013,2009-11-18,10330.33
5014,2009-11-19,10226.41
5015,2009-11-20,10237.6
5016,2009-11-23,10320.13
5017,2009-11-24,10335.62
5018,2009-11-25,10385.65
5019,2009-11-27,10179.33
5020,2009-11-30,10238.05
5021,2009-12-01,10343.82
5022,2009-12-02,10386.03
5023,2009-12-03,10338.49
5024,2009-12-04,10285.44
5025,2009-12-07,10321.11
5026,2009-12-08,10216.44
5027,2009-12-09,10207.29
5028,2009-12-10,10332.14
5029,2009-12-11,10385.42
5030,2009-12-14,10431.6
5031,2009-12-15,10380.96
5032,2009-12-16,10401.9
5033,2009-12-17,10279.39
5034,2009-12-18,10237.75
5035,2009-12-21,10330.1
5036,2009-12-22,10399.33
5037,2009-12-23,10409.0
5038,2009-12-24,10450.95
5039,2009-12-28,10477.25
5040,2009-12-29,10518.59
5041,2009-12-30,10470.75
5042,2009-12-31,10420.56
5043,2010-01-04,10430.69
5044,2010-01-05,10468.86
5045,2010-01-06,10488.28
5046,2010-01-07,10471.73
5047,2010-01-08,10509.74
5048,2010-01-11,10538.91
5049,2010-01-12,10523.35
5050,2010-01-13,10569.07
5051,2010-01-14,10619.02
5052,2010-01-15,10529.09
5053,2010-01-19,10555.47
5054,2010-01-20,10492.36
5055,2010-01-21,10334.18
5056,2010-01-22,10133.15
5057,2010-01-25,10135.95
5058,2010-01-26,10102.17
5059,2010-01-27,10060.98
5060,2010-01-28,10023.8
5061,2010-01-29,10014.35
5062,2010-02-01,10068.99
5063,2010-02-02,10138.75
5064,2010-02-03,10192.03
5065,2010-02-04,9984.35
5066,2010-02-05,9822.84
5067,2010-02-08,9882.85
5068,2010-02-09,9910.28
5069,2010-02-10,9946.26
5070,2010-02-11,9963.19
5071,2010-02-12,9962.13
5072,2010-02-16,10100.81
5073,2010-02-17,10223.16
5074,2010-02-18,10255.58
5075,2010-02-19,10316.5
5076,2010-02-22,10333.05
5077,2010-02-23,10239.34
5078,2010-02-24,10271.61
5079,2010-02-25,10155.75
5080,2010-02-26,10250.45
5081,2010-03-01,10320.05
5082,2010-03-02,10359.8
5083,2010-03-03,10359.58
5084,2010-03-04,10363.88
5085,2010-03-05,10445.13
5086,2010-03-08,10500.9
5087,2010-03-09,10493.49
5088,2010-03-10,10502.64
5089,2010-03-11,10489.87
5090,2010-03-12,10561.66
5091,2010-03-15,10540.65
5092,2010-03-16,10594.16
5093,2010-03-17,10658.1
5094,2010-03-18,10686.89
5095,2010-03-19,10665.35
5096,2010-03-22,10672.23
5097,2010-03-23,10752.41
5098,2010-03-24,10788.77
5099,2010-03-25,10818.77
5100,2010-03-26,10801.84
5101,2010-03-29,10827.91
5102,2010-03-30,10837.21
5103,2010-03-31,10802.22
5104,2010-04-01,10851.57
5105,2010-04-05,10880.36
5106,2010-04-06,10893.89
5107,2010-04-07,10835.77
5108,2010-04-08,10810.15
5109,2010-04-09,10894.19
5110,2010-04-12,10957.22
5111,2010-04-13,10925.86
5112,2010-04-14,11004.61
5113,2010-04-15,11051.31
5114,2010-04-16,10947.55
5115,2010-04-19,10940.6
5116,2010-04-20,11045.8
5117,2010-04-21,11018.59
5118,2010-04-22,10975.66
5119,2010-04-23,11058.87
5120,2010-04-26,11150.01
5121,2010-04-27,10962.81
5122,2010-04-28,10938.48
5123,2010-04-29,11045.64
5124,2010-04-30,10984.35
5125,2010-05-03,11004.15
5126,2010-05-04,10843.71
5127,2010-05-05,10754.3
5128,2010-05-06,9787.17
5129,2010-05-07,10221.5
5130,2010-05-10,10386.18
5131,2010-05-11,10653.71
5132,2010-05-12,10725.81
5133,2010-05-13,10752.72
5134,2010-05-14,10509.89
5135,2010-05-17,10424.72
5136,2010-05-18,10463.15
5137,2010-05-19,10306.22
5138,2010-05-20,10042.46
5139,2010-05-21,9860.93
5140,2010-05-24,10028.78
5141,2010-05-25,9756.11
5142,2010-05-26,9937.79
5143,2010-05-27,9971.73
5144,2010-05-28,10078.66
5145,2010-06-01,9976.56
5146,2010-06-02,10007.09
5147,2010-06-03,10158.92
5148,2010-06-04,9881.11
5149,2010-06-07,9798.73
5150,2010-06-08,9726.33
5151,2010-06-09,9859.04
5152,2010-06-10,9901.67
5153,2010-06-11,10038.31
5154,2010-06-14,10175.02
5155,2010-06-15,10192.4
5156,2010-06-16,10289.37
5157,2010-06-17,10293.49
5158,2010-06-18,10379.6
5159,2010-06-21,10387.54
5160,2010-06-22,10276.14
5161,2010-06-23,10195.81
5162,2010-06-24,10112.6
5163,2010-06-25,10039.97
5164,2010-06-28,10070.12
5165,2010-06-29,9786.45
5166,2010-06-30,9741.07
5167,2010-07-01,9596.04
5168,2010-07-02,9603.8
5169,2010-07-06,9648.26
5170,2010-07-07,9716.38
5171,2010-07-08,9987.02
5172,2010-07-09,10079.05
5173,2010-07-12,10121.13
5174,2010-07-13,10217.55
5175,2010-07-14,10265.16
5176,2010-07-15,10216.04
5177,2010-07-16,10071.63
5178,2010-07-19,10051.28
5179,2010-07-20,9973.17
5180,2010-07-21,10053.85
5181,2010-07-22,10121.81
5182,2010-07-23,10237.84
5183,2010-07-26,10391.02
5184,2010-07-27,10460.65
5185,2010-07-28,10445.17
5186,2010-07-29,10383.45
5187,2010-07-30,10327.37
5188,2010-08-02,10468.82
5189,2010-08-03,10564.18
5190,2010-08-04,10583.1
5191,2010-08-05,10571.6
5192,2010-08-06,10491.37
5193,2010-08-09,10618.26
5194,2010-08-10,10522.63
5195,2010-08-11,10339.63
5196,2010-08-12,10222.85
5197,2010-08-13,10254.18
5198,2010-08-16,10193.26
5199,2010-08-17,10297.55
5200,2010-08-18,10308.83
5201,2010-08-19,10202.34
5202,2010-08-20,10131.88
5203,2010-08-23,10146.18
5204,2010-08-24,9975.86
5205,2010-08-25,9925.34
5206,2010-08-26,9959.17
5207,2010-08-27,9925.11
5208,2010-08-30,10005.56
5209,2010-08-31,9915.73
5210,2010-09-01,10016.01
5211,2010-09-02,10211.8
5212,2010-09-03,10321.92
5213,2010-09-07,10304.44
5214,2010-09-08,10318.93
5215,2010-09-09,10359.23
5216,2010-09-10,10376.34
5217,2010-09-13,10458.45
5218,2010-09-14,10460.34
5219,2010-09-15,10453.15
5220,2010-09-16,10499.43
5221,2010-09-17,10529.67
5222,2010-09-20,10594.38
5223,2010-09-21,10674.83
5224,2010-09-22,10682.4
5225,2010-09-23,10610.12
5226,2010-09-24,10664.39
5227,2010-09-27,10776.44
5228,2010-09-28,10714.03
5229,2010-09-29,10759.75
5230,2010-09-30,10732.27
5231,2010-10-01,10759.14
